Country,IFF,VoiceAcct,PoliStabNoViolence,GovtEffect,RegQua,RuleofLaw,ContofCorrup,undp_hdi,hdi_life_exp,hdi_educ,hdi_income,vulnerable_employment,aid_percentage_gni,pop,gdppc,urban,lifeexp,Year
Lebanon,1792,-0.519660771,-1.618972659,-0.442889571,-0.404922307,-0.796596467,-0.971040368,0.741,0.905,0.588,0.765,28.24,2.241185,6714281,16100.92,88.266,78.8,7
Lesotho,38,-0.012902796,-0.236465156,-0.836329401,-0.449452937,-0.170060232,-0.032797739,0.512,0.493,0.521,0.524,47.46,4.667744,2075041,2776.741,27.317,52.059,7
Libya,772,-1.428392887,-2.283329964,-1.72146976,-2.20100069,-1.689595222,-1.563735485,0.706,0.785,0.66,0.659,44.59,3.3,6461454,5940,79,74,7
Madagascar,372,-0.316467643,-0.290094614,-1.198970437,-0.725130796,-0.819490135,-0.914880574,0.498,0.785,0.66,0.659,44.59,3.3,21281844,401,38,65,7
Malawi,155,-0.030078597,-0.113478549,-0.763381362,-0.871326864,-0.381714493,-0.765194535,0.472,0.657,0.455,0.352,60.43,22.95063,17205253,1428.424,16.506,62.681,7
Malaysia,24593,-0.41695103,0.136824623,0.864153683,0.672386944,0.408890367,0.05502791,0.8,0.856,0.718,0.833,22.19,-0.0176911,30684652,25541.77,74.84,75.649,7
Maldives,120,-0.732977569,0.420992821,-0.273779392,-0.474551499,-0.378165781,-0.647783339,0.717,0.785,0.66,0.659,44.59,3.3,319738,15292,34,77,7
Mali,246,-0.182319134,-1.617232561,-0.996003747,-0.628753006,-0.784820855,-0.655201256,0.422,0.584,0.278,0.462,80.14,8.828098,17965448,2198.56,40.783,57.987,7
Mauritania,191,-0.774358869,-0.746967673,-0.808020651,-0.77893889,-0.734288871,-0.736587822,0.52,0.785,0.66,0.659,44.59,3.3,3205060,430,39,63,7
Mauritius,431,0.818056881,1.013186932,1.05714941,1.103477597,0.710586309,0.136081845,0.79,0.785,0.66,0.659,44.59,3.3,1270000,9703,41,74,7
Mexico,25557,-0.067501426,-0.629069388,0.063901789,0.207757637,-0.564790964,-0.830518782,0.768,0.845,0.677,0.793,27.24,0.0771106,123333379,19539.26,79.577,74.917,7
Moldova,274,-0.009073544,-0.303559929,-0.631148696,-0.123699941,-0.498135626,-0.956894457,0.738,0.794,0.707,0.717,36.42,3.076625,2802170,10942.55,42.511,71.617,7
Mongolia,147,0.332784593,0.797792852,-0.07683713,-0.083207518,-0.209160477,-0.480891764,0.729,0.759,0.731,0.697,46.81,3.172474,3056358,10940.42,68.297,69.321,7
Morocco,6615,-0.624200046,-0.312573463,-0.164237484,-0.145550981,-0.25655067,-0.165456429,0.667,0.861,0.538,0.641,48.76,2.035331,35126274,7106.241,61.36,75.974,7
Mozambique,102,-0.416637808,-1.094004512,-0.896996498,-0.738866627,-1.063905597,-0.883654296,0.441,0.589,0.381,0.381,82.97,13.13573,27829930,1273.784,34.926,58.309,7
Myanmar,962,-0.796729267,-0.804619908,-0.990306139,-0.874536395,-0.88777113,-0.620570064,0.563,0.711,0.44,0.57,61.03,2.568321,53045199,4482.927,30.082,66.205,7
Namibia,169,0.582225859,0.710089684,0.229374781,0.002623339,0.478618205,0.309852898,0.639,0.656,0.571,0.697,25.12,1.619124,2358044,10471.28,47.961,62.625,7
Nepal,90,-0.251382679,-0.84681201,-0.833284676,-0.774083197,-0.800943196,-0.795287371,0.586,0.767,0.513,0.511,78.13,4.284766,27263430,3315.814,18.942,69.848,7
Nicaragua,701,-0.680031598,-0.088797748,-0.693790317,-0.518320739,-0.644824803,-0.877425969,0.657,0.829,0.562,0.61,38.28,3.406449,6303970,5811.883,58.09,73.86,7
Niger,60,-0.421779066,-1.103307009,-0.668597102,-0.710559785,-0.67207396,-0.643615961,0.353,0.785,0.66,0.659,44.59,3.3,15400000,405,17,61,7
Nigeria,1934,-0.319362521,-1.877709866,-1.094462991,-0.9317137,-1.026061773,-1.021906614,0.526,0.516,0.474,0.596,82.29,0.6309339,185960244,5284.893,48.683,53.541,7
North Macedonia,907,-0.234952182,-0.351204664,0.002120959,0.392085105,-0.325061351,-0.272066146,0.765,0.854,0.695,0.754,19.71,1.641542,2081206,13120.87,57.563,75.498,7
Oman,1393,-1.054306746,0.760053039,0.189830422,0.606734872,0.402702987,0.333613366,0.701,0.785,0.66,0.659,44.59,3.3,2845000,19113,85,76,7
Pakistan,3757,-0.699399233,-2.483173132,-0.654021263,-0.648122251,-0.802612841,-0.872386277,0.542,0.72,0.38,0.581,60.02,1.083427,203631356,4421.582,36.234,66.77,7
Panama,678,0.524012268,0.411430061,0.186069354,0.477356136,0.052947748,-0.551290393,0.795,0.785,0.66,0.659,44.59,3.3,3367000,11601,70,76,7
Papua New Guinea,740,0.158445418,-0.504772067,-0.740352571,-0.564895749,-0.761734009,-0.924967051,0.516,0.785,0.66,0.659,44.59,3.3,6187591,2898,13,72,7
Paraguay,545,-0.063116975,0.141789719,-0.800617397,-0.219886422,-0.676253736,-0.742890298,0.722,0.828,0.631,0.719,39.13,0.2555781,6777878,12170.78,61.026,73.836,7
Peru,3567,0.268992603,-0.201726943,-0.226764232,0.478016019,-0.48007673,-0.407064289,0.765,0.862,0.718,0.722,50.39,0.1740799,30926036,12403.69,77.539,76.044,7
Philippines,9012,0.163444191,-1.379818797,0.055184983,0.122843675,-0.414423525,-0.496135116,0.704,0.782,0.663,0.672,35.33,0.0801243,103663812,7705.054,46.475,70.802,7
Poland,49885,0.844191015,0.507241964,0.684963107,0.914959908,0.615949392,0.791953325,0.869,0.894,0.866,0.849,16.76,0,37970087,28682.69,60.178,77.8512,7
Qatar,1574,-1.151015162,0.90023464,0.731654823,0.692261636,0.787816525,0.895162702,0.845,0.921,0.655,1,0.14,0,2654379,95601.8,99.015,79.868,7
Romania,13150,0.540918291,0.277196616,-0.04023087,0.575496197,0.474753588,-0.152447969,0.82,0.856,0.772,0.833,25.57,0,19702267,25145.01,53.9,75.2098,7
Russian Federation,21342,-1.131660104,-0.946210265,-0.285805225,-0.432721496,-0.831809402,-0.817593098,0.815,0.797,0.815,0.833,6.2,0,144342397,25490.71,74.164,71.6512,7
Rwanda,50,-1.154162645,-0.054899283,0.046917222,0.021944391,0.115032583,0.635859013,0.527,0.737,0.446,0.445,67.93,13.6116,11668829,1950.526,17.056,67.93,7
Samoa,19,0.77436769,1.197349429,0.672427833,-0.119980812,0.903129756,0.336210698,0.702,0.785,0.66,0.659,44.59,3.3,187820,5679,87,73,7
Saudi Arabia,10836,-1.727441072,-0.464828491,0.258924305,0.075298205,0.332620949,0.224984735,0.853,0.785,0.66,0.659,44.59,3.3,27362214,20028,84,75,7
Senegal,537,0.369677246,-0.218255326,-0.47374016,-0.200520143,-0.108308889,-0.000139189,0.509,0.724,0.355,0.513,65.04,3.943622,14993514,3067.666,46.296,67.078,7
Seychelles,93,0.157843709,0.73300451,0.556529105,-0.08085762,0.310661763,1.143863678,0.797,0.785,0.66,0.659,44.59,3.3,86000,16213,56,74,7
Sierra Leone,187,-0.198110342,-0.159926459,-1.189618468,-0.938941002,-0.790448606,-0.818006098,0.431,0.515,0.387,0.403,87.89,21.15543,7328846,1610.551,41.228,53.444,7
Solomon Islands,26,0.46746549,0.506028414,-0.996183038,-0.970826149,-0.279953063,-0.340169489,0.515,0.785,0.66,0.659,44.59,3.3,515870,1948,23,73,7
South Africa,9739,0.648347199,-0.14150399,0.132853389,0.130060062,0.063835822,0.044075001,0.703,0.664,0.718,0.728,9.59,0.4095819,56207649,12702.92,65.341,63.153,7
Sri Lanka,1725,-0.081050552,-0.004029535,0.009420081,-0.102553025,0.125161454,-0.302074224,0.773,0.869,0.735,0.723,39.44,0.4656547,21203000,12287.47,18.311,76.482,7
Suriname,146,0.415314823,0.162081346,-0.338375062,-0.631391525,-0.158274919,-0.309648991,0.72,0.785,0.66,0.659,44.59,3.3,524000,9559,73,71,7
Tanzania,675,-0.223028824,-0.440994799,-0.570895195,-0.47274977,-0.381647199,-0.509641171,0.52,0.675,0.436,0.479,82.92,4.763021,53049231,2441.637,32.333,63.844,7
Thailand,23133,-1.023082614,-0.988581419,0.271201015,0.062318526,-0.01017594,-0.428732783,0.756,0.868,0.65,0.767,48.12,0.0578197,68971313,16782.1,48.448,76.403,7
Timor-Leste,15,0.220837563,-0.010503778,-1.027978897,-0.988567412,-1.161128759,-0.52685225,0.598,0.75,0.495,0.576,67.46,10.02868,1219289,3344.571,29.85,68.735,7
Togo,164,-0.545297205,-0.172353581,-1.095362186,-0.824368298,-0.635770738,-0.68836832,0.503,0.785,0.66,0.659,44.59,3.3,6191155,619,39,61,7
Tonga,12,0.642764986,0.91781497,-0.2541942,-0.420099258,0.31864953,-0.394073576,0.713,0.785,0.66,0.659,44.59,3.3,104000,4079,24,73,7
Trinidad and Tobago,1519.13,0.558559716,0.286351979,0.278874159,-0.012696935,-0.191513568,-0.278395474,0.792,0.817,0.721,0.844,18.16,0,1377563,27281.86,53.25,73.1,7
Tunisia,3836,0.303749323,-1.141326785,-0.173241034,-0.443682522,0.040118434,-0.137761429,0.731,0.863,0.647,0.699,19.35,1.592461,11303942,10524.91,68.346,76.115,7
Turkey,25898,0.648347199,-0.14150399,0.132853389,0.130060062,0.063835822,0.044075001,0.808,0.875,0.717,0.841,27.9,0.4194125,79827868,26385,74.134,76.86,7
Uganda,200,-0.647862375,-0.715322733,-0.610120058,-0.26187399,-0.25625506,-1.07058847,0.529,0.646,0.504,0.455,74.25,6.170161,39649173,2075.012,22.624,61.986,7
Ukraine,4048,0.001790598,-1.856479883,-0.581973433,-0.400204659,-0.802492976,-0.847185731,0.768,0.796,0.792,0.719,14.47,1.648217,45004673,11534.64,69.154,71.4763,7
United Arab Emirates,13527,-1.050320983,0.564748943,1.409889698,0.969070077,0.842403054,1.166215658,0.836,0.785,0.66,0.659,44.59,3.3,8264070,40438,86,78,7
Uruguay,796,1.16303432,1.062580466,0.530456185,0.690161765,0.642403901,1.282647491,0.81,0.885,0.753,0.799,23.73,0.0334397,3424139,22724.02,95.144,77.498,7
Uzbekistan,574.5,-1.886788964,-0.272570699,-0.579955995,-1.627996325,-1.12107563,-1.181305885,0.711,0.785,0.66,0.659,44.59,3.3,27865738,576,51,73,7
Vanuatu,20,0.66418165,0.513113916,-0.908069015,-0.302986652,0.435380578,-0.101656847,0.603,0.785,0.66,0.659,44.59,3.3,215000,2928,31,73,7
Venezuela,3020,-0.421779066,-1.103307009,-0.668597102,-0.710559785,-0.67207396,-0.643615961,0.759,0.806,0.722,0.752,35.87,0,29851249,13416.8,88.165,72.405,7
VietNam,20720,-1.37337625,0.233591929,0.028949834,-0.482904017,0.083816513,-0.457354844,0.693,0.849,0.621,0.631,55.92,1.477513,93640435,6767.779,34.51,75.172,7
Yemen,356.125,-0.421779066,-1.103307009,-0.668597102,-0.710559785,-0.67207396,-0.643615961,0.474,0.709,0.341,0.44,45.62,7.454237,27168210,2619.051,35.394,66.087,7
Zambia,183,-0.300620377,0.14280805,-0.704610765,-0.52938056,-0.295076191,-0.405702263,0.571,0.653,0.544,0.525,75.93,4.758237,16363449,3467.887,42.438,62.464,7
Zimbabwe,77,-1.178459764,-0.619937897,-1.209889531,-1.684895873,-1.381370187,-1.271257639,0.558,0.62,0.565,0.497,66.5,3.485067,14030338,3173.611,32.296,60.294,7
Afghanistan,14.16666667,-0.990813971,-2.801083803,-1.35992229,-1.355372787,-1.577595592,-1.521725655,0.498,0.789,0.665,0.662,44.47,25.7,28803167,2209,75,64,8
Albania,495,0.203805894,0.378474772,0.12872985,0.23308672,-0.395079285,-0.45825699,0.79,0.897,0.747,0.736,54.11,1.289669,2873457,12770.97,59.383,78.333,8
Algeria,4256,-0.902943969,-0.915799141,-0.506708324,-1.259408355,-0.912661433,-0.576397896,0.745,0.869,0.665,0.715,27.12,0.1042826,41389174,11737.42,72.052,76.499,8
Angola,797,-1.098074555,-0.380449027,-0.919977069,-1.026228189,-1.026077271,-1.428053498,0.582,0.621,0.498,0.639,72.41,0.1947509,29816769,7310.896,64.839,60.379,8
Antigua and Barbuda,59,0.608594477,0.748045027,0.007696266,0.249312833,0.439102709,0.23745203,0.778,0.789,0.665,0.662,44.47,3.2,86754,19810,26,76,8
Argentina,5621,0.528664351,0.169504255,0.164413184,-0.181595474,-0.219416529,-0.284516692,0.843,0.867,0.842,0.821,21.51,-0.000187,44044811,23597.12,91.749,76.372,8
Armenia,179,-0.560795248,-0.62077117,-0.215339452,0.240957707,-0.191404387,-0.614445984,0.769,0.843,0.739,0.73,39.12,2.157887,2944789,12115.14,63.103,74.797,8
Aruba,69,1.295545578,1.335037708,0.913862348,-1.087726712,1.325272083,1.287307858,0.854,0.789,0.665,0.662,44.47,3.2,101484,25655,44,75,8
Azerbaijan,1058,-1.563634515,-0.747919917,-0.129922405,-0.357856959,-0.568372667,-0.885625541,0.758,0.789,0.665,0.662,44.47,3.2,8536700,11161,55,76,8
Bahrain,1046,-1.387256622,-0.961563706,0.191406816,0.412573814,0.442517638,-0.145698264,0.824,0.789,0.665,0.662,44.47,3.2,1234571,23405,89,77,8
Bangladesh,3567.83,-0.615031362,-1.256080747,-0.730936646,-0.813100755,-0.665030122,-0.83595705,0.616,0.801,0.513,0.57,56.04,1.452064,159685421,4160.703,35.858,72.052,8
Barbados,109,1.113593578,0.966827691,0.838656902,0.490751982,0.652969778,1.416810632,0.8,0.789,0.665,0.662,44.47,3.2,273925,15726,13,74,8
Belarus,1200,-1.355983019,-0.053483382,-0.315424979,-0.841620028,-0.86476016,-0.215110376,0.808,0.789,0.665,0.662,44.47,3.2,9469200,18609,79,74,8
Belize,65,0.570629537,0.035725731,-0.637444735,-0.539396584,-0.960104883,-0.276755542,0.708,0.789,0.665,0.662,44.47,3.2,304106,4978,53,76,8
Benin,123,0.38114199,0.030895539,-0.672316074,-0.507834852,-0.62827611,-0.549611926,0.536,0.633,0.472,0.514,87.58,5.413402,11175192,3044.517,46.768,61.174,8
Bhutan,6.75,0.010953102,1.117129922,0.619420409,-0.326052338,0.657180071,1.572964668,0.612,0.789,0.665,0.662,44.47,3.2,708427,8709,39,74,8
Bolivia,713,-0.024626527,-0.278028756,-0.370755553,-0.976599276,-1.23344624,-0.67995137,0.71,0.784,0.686,0.665,63.53,2.607654,11192853,8423.697,69.08,70.945,8
Bosnia and Herzegovina,1155,-0.205770269,-0.348237306,-0.484354198,-0.043219082,-0.181318119,-0.529383123,0.774,0.879,0.708,0.744,19.38,2.457196,3351534,13753.83,47.876,77.128,8
Botswana,38,0.393603384,1.022508383,0.395828336,0.605693042,0.383638829,0.744532168,0.726,0.751,0.664,0.766,22.27,0.6365105,2205076,17253.69,68.7,68.812,8
Brazil,20556,0.448033065,-0.473864615,-0.292603076,-0.116344914,-0.287289172,-0.536921918,0.761,0.853,0.689,0.749,27.58,0.0135259,207833825,14524.61,86.309,75.456,8
Brunei Darussalam,379,-0.948658228,1.160305381,1.140028715,0.713511765,0.642315447,0.708136737,0.853,0.789,0.665,0.662,44.47,3.2,393162,31728,80,76,8
Bulgaria,4822,0.429832309,0.332049906,0.128312349,0.668624163,-0.105917312,-0.17138277,0.811,0.843,0.785,0.807,8.25,0,7075947,21387.28,74.669,74.8146,8
Burkina Faso,150,0.064942941,-0.926977336,-0.604678869,-0.464947999,-0.396429271,-0.113376908,0.439,0.627,0.298,0.451,85.71001,6.570877,19193236,2044.387,28.743,60.768,8
Burundi,24,-1.575840592,-2.007869244,-1.360134125,-0.854293644,-1.403682351,-1.304452658,0.434,0.629,0.422,0.309,84.15,13.75915,10827010,773.5729,12.706,60.898,8
Cambodia,1442,-1.154671073,0.091221973,-0.654785931,-0.503388524,-1.059446812,-1.298118234,0.582,0.758,0.476,0.545,50.22,4.116593,16009413,3928.374,22.98,69.289,8
Cameroon,930,-1.051754713,-1.095843077,-0.826015651,-0.830922008,-1.038755894,-1.205515623,0.557,0.592,0.543,0.537,72.52,3.542687,24566070,3554.521,55.777,58.511,8
Central African Republic,10,-1.106176496,-2.006542683,-1.77838099,-1.481516957,-1.751763582,-1.176209807,0.367,0.789,0.665,0.662,44.47,3.2,4546100,656,43,52,8
Chile,7343,1.000425935,0.417135537,0.839776456,1.333153367,1.006575584,1.034884334,0.847,0.922,0.804,0.819,22.98,0.0264744,18470435,24470.7,87.49,79.909,8
China,243047,-1.503730416,-0.231018081,0.438617289,-0.164307103,-0.237702101,-0.266227782,0.758,0.789,0.665,0.662,44.47,3.2,1338612968,8826,59,76,8
Colombia,5313,0.112485103,-0.772707641,-0.114196181,0.269794911,-0.347924829,-0.405644536,0.763,0.876,0.678,0.747,47.03,0.2777475,48909844,14171.32,80.446,76.925,8
Comoros,19,-0.335756689,0.036118098,-1.65252018,-1.087726712,-1.090899706,-0.685020924,0.521,0.789,0.665,0.662,44.47,3.2,752438,767,28,63,8
Costa Rica,2562,1.121752858,0.608825564,0.24597849,0.445997119,0.450621039,0.462072641,0.804,0.922,0.717,0.786,20.23,0.1730688,4949955,20347.04,78.56,79.914,8
Croatia,2017,0.479180753,0.69203192,0.568788588,0.311782539,0.330558956,0.087150946,0.845,0.895,0.802,0.841,7.54,0,4124531,26800.12,56.667,77.8268,8
Djibouti,33,-1.406436563,-0.736858666,-1.062898993,-0.674391866,-0.918414235,-0.648348451,0.476,0.789,0.665,0.662,44.47,3.2,818159,3377,79,67,8
Dominica,14.333,0.88483882,1.198148966,-0.217171431,0.158777386,0.692352355,0.666345119,0.715,0.789,0.665,0.662,44.47,3.2,73746,1482,73,75,8
Dominican Republic,2501,0.159243137,0.160588473,-0.357882917,-0.024819622,-0.412302643,-0.76633662,0.746,0.826,0.657,0.766,40.55,0.154467,10513111,16735.37,80.277,73.689,8
Ecuador,2193,-0.172118649,-0.074853867,-0.323384851,-1.004210353,-0.703621387,-0.604486287,0.76,0.871,0.707,0.715,46.32,0.2070157,16785356,11617.91,63.67,76.584,8
Egypt,5539,0.630475342,-0.277561665,0.100143969,0.152884081,-0.135990173,-0.101495706,0.698,0.795,0.605,0.707,21.54,0.0143231,96442590,11014.49,42.705,71.656,8
El Salvador,911,0.154455736,-0.260043442,-0.366407037,-0.154422417,-0.857871532,-0.51154989,0.671,0.813,0.562,0.662,36.35,0.6426869,6388124,8454.056,71.275,72.872,8
Ethiopia,663,-1.432524323,-1.679858565,-0.71177578,-1.015599608,-0.454395801,-0.55976063,0.474,0.706,0.332,0.453,84.89,5.074418,106399926,2021.563,20.31,65.872,8
Fiji,256,0.122857846,0.619655013,0.28252247,0.078874923,-0.048007891,0.686592698,0.741,0.789,0.665,0.662,44.47,3.2,837271,9328,59,67,8
Gabon,451,-1.060274363,-0.10302484,-0.974690497,-0.696574032,-0.708992183,-0.82,0.702,0.789,0.665,0.662,44.47,3.2,1545255,8254,87,65,8
Georgia,444,0.264816642,-0.370796114,0.520323455,0.957064092,0.284468681,0.793022335,0.799,0.822,0.845,0.734,49.64,2.896521,3728004,13589.71,58.231,73.414,8
Ghana,2277,0.596758425,0.0918345,-0.162351951,-0.17200318,0.128546864,-0.229119286,0.602,0.669,0.555,0.587,68.73,2.200092,29121464,4983.689,55.407,63.463,8
Guatemala,2104,-0.279577643,-0.650674939,-0.663387358,-0.354202002,-1.063370585,-0.766957521,0.655,0.828,0.511,0.665,37.65,0.5231563,16087418,8322.217,50.68,73.81,8
Guinea,244.25,-0.739428699,-0.700996876,-1.06098485,-0.84972924,-1.241850495,-1.017583609,0.414,0.789,0.665,0.662,44.47,3.2,10221808,206,39,60,8
Guyana,129,0.277817965,-0.043073814,-0.272031456,-0.385692209,-0.279842585,-0.508103609,0.654,0.789,0.665,0.662,44.47,3.2,746900,4134,27,68,8
Honduras,1220,-0.440146476,-0.564918101,-0.504674911,-0.43500188,-1.049225807,-0.717420161,0.63,0.845,0.496,0.597,40.8,2.03594,9429016,5561.995,56.457,74.898,8
Hungary,23383,0.536953449,0.80656302,0.522830725,0.647817969,0.559209228,0.118520312,0.846,0.869,0.816,0.853,5.7,0,9787966,29465.13,71.062,75.8171,8
India,34395,0.387066394,-0.764801919,0.06893447,-0.240820944,-0.009627157,-0.266855359,0.64,0.756,0.558,0.621,75.42,0.1219361,1338676779,6182.922,33.6,69.165,8
Indonesia,19,0.131623447,-0.497903407,0.014091857,0.041742001,-0.331988752,-0.280535877,0.707,0.789,0.637,0.704,47.77,0.0284909,264650969,10935.63,54.659,71.282,8
Iraq,36,-1.047243476,-2.30710268,-1.200534225,-1.090114832,-1.745075822,-1.415717721,0.685,0.789,0.665,0.662,44.47,3.2,29671605,1683,70,70,8
Jamaica,474,0.691164255,0.309247434,0.592082083,0.075947106,-0.113693483,-0.199059412,0.732,0.789,0.665,0.662,44.47,3.2,2702000,5433,54,76,8
Jordan,1288,-0.72097677,-0.451625288,0.106722482,0.094333388,0.257462174,0.255141973,0.726,0.835,0.662,0.692,10.35,7.231724,9785840,10003.58,90.747,74.292,8
Kazakhstan,1699,-1.247144818,0.028801313,-0.028113032,0.16787082,-0.470122039,-0.818275809,0.815,0.811,0.817,0.816,22.98,0.0400182,18037776,24862.97,57.336,72.95,8
Kenya,1094,-0.200867787,-1.131922126,-0.355771035,-0.264081955,-0.412448674,-0.953847587,0.595,0.706,0.536,0.556,51.11,3.202085,50221146,4046.235,26.562,65.909,8
Kiribati,2,1.047763586,0.881425619,-0.187736854,-0.837472856,0.628090739,0.398526579,0.612,0.789,0.665,0.662,44.47,3.2,102697,1808,46,68,8
Kuwait,2722,-0.607019484,-0.045865465,-0.17838344,-0.06401664,0.097872473,-0.336296082,0.808,0.789,0.665,0.662,44.47,3.2,2818042,29043,100,75,8
Lebanon,1975,-0.576119244,-1.627562046,-0.423257858,-0.361218214,-0.794015706,-1.008641601,0.748,0.905,0.604,0.766,28.81,2.461752,6819373,15987.65,88.429,78.833,8
Lesotho,45,-0.008937163,-0.186698511,-0.885353148,-0.367599785,-0.280790567,-0.034534257,0.517,0.507,0.525,0.521,47.16,5.557901,2091532,2668.292,27.73,52.947,8
Libya,1442,-1.4419837,-2.362225771,-1.577755213,-2.122374058,-1.672351837,-1.54259932,0.706,0.789,0.665,0.662,44.47,3.2,6461454,6300,79,74,8
Madagascar,567,-0.345091254,-0.30128175,-1.171193242,-0.721031547,-0.863731086,-1.054602504,0.519,0.789,0.665,0.662,44.47,3.2,21281844,1623,38,67,8
Malawi,263,-0.030693365,-0.251163989,-0.698232055,-0.77511847,-0.376728415,-0.666532099,0.473,0.666,0.455,0.35,60.59,17.60969,17670193,1446.473,16.714,63.279,8
Malaysia,28223,-0.398867846,0.116410345,0.824154437,0.681551754,0.410093844,0.021052003,0.805,0.859,0.724,0.839,22.2,-0.0094318,31104655,26661.51,75.447,75.828,8
Maldives,111,-0.741155386,0.232041091,-0.425809234,-0.42292732,-0.612919569,-0.79102838,0.717,0.789,0.665,0.662,44.47,3.2,319738,20753,100,74,8
Mali,289,-0.211934015,-1.906900883,-0.93873322,-0.600646317,-0.778240204,-0.6436131,0.427,0.592,0.282,0.465,79.66,9.149657,18512429,2246.797,41.572,58.452,8
Mauritania,143,-0.801386833,-0.626936257,-0.76363492,-0.804684341,-0.603195906,-0.748368979,0.52,0.789,0.665,0.662,44.47,3.2,3205060,1184,31,63,8
Mauritius,508,0.788669944,0.971130371,0.998664975,1.059189916,0.693787754,0.187208578,0.79,0.789,0.665,0.662,44.47,3.2,1270000,23855,41,74,8
Mexico,25149,-0.077817239,-0.797446549,-0.031995479,0.194318756,-0.569108903,-0.932947338,0.771,0.845,0.681,0.795,26.89,0.0668493,124777326,19721.26,79.867,74.947,8
Moldova,344,-0.016677648,-0.318989366,-0.529130578,-0.034842685,-0.418779314,-0.803161204,0.743,0.796,0.708,0.727,34.48,2.379519,2755158,11651.32,42.557,71.717,8
Mongolia,160,0.293318957,0.788985789,-0.254585743,-0.110841572,-0.297292203,-0.448331207,0.728,0.762,0.733,0.691,49.12,7.798589,3113788,11311.76,68.363,69.509,8
Morocco,7506,-0.670858622,-0.373987466,-0.279189408,-0.143823475,-0.260471582,-0.174473464,0.673,0.865,0.547,0.645,47.81,2.257592,35581257,7312.057,61.908,76.218,8
Mozambique,60,-0.421920419,-0.928656161,-0.919229388,-0.755367219,-0.994594216,-0.838228941,0.446,0.605,0.385,0.381,82.08,14.08194,28649007,1283.66,35.455,59.309,8
Myanmar,1256,-0.864633322,-1.084839106,-1.065703988,-0.835327387,-0.945896864,-0.571613848,0.572,0.716,0.452,0.579,60.3,2.364379,53382521,4739.916,30.322,66.558,8
Namibia,285,0.550321102,0.628351569,0.259861737,-0.103185646,0.298591077,0.290749907,0.644,0.662,0.581,0.694,28.06,1.504167,2402623,10171.42,49.005,63.021,8
Nepal,82,-0.203580767,-0.610694349,-0.894338429,-0.722833991,-0.678639472,-0.746279299,0.588,0.772,0.507,0.52,77.5,4.338695,27632682,3565.198,19.336,70.169,8
Nicaragua,781,-0.717731059,-0.048894219,-0.632386208,-0.680155218,-0.646767437,-0.876199365,0.661,0.832,0.566,0.615,37.32,4.303052,6384843,6004.029,58.299,74.068,8
Niger,75,-0.43021819,-1.26576364,-0.732213914,-0.71039021,-0.689842284,-0.665512443,0.354,0.789,0.665,0.662,44.47,3.2,15400000,427,17,61,8
Nigeria,2015,-0.339918911,-1.999155045,-1.020086169,-0.901708126,-0.874379098,-1.077942014,0.531,0.522,0.484,0.592,81.18,0.922148,190873247,5190.356,49.519,53.95,8
North Macedonia,704,-0.138934165,-0.254332393,0.019064559,0.454407305,-0.289568126,-0.301943868,0.767,0.855,0.697,0.756,19.23,1.380444,2083160,13111.21,57.748,75.589,8
Oman,929,-1.061623693,0.754382253,0.190403089,0.418861449,0.428314507,0.242988527,0.821,0.789,0.665,0.662,44.47,3.2,2845000,44961,87,76,8
Pakistan,4107,-0.693399787,-2.40630579,-0.597104788,-0.596368492,-0.71900171,-0.777308524,0.55,0.722,0.392,0.585,57.85,0.7892787,207906210,4571.205,36.442,66.947,8
Panama,1241,0.519496799,0.38981697,0.057655349,0.4370372,0.027954057,-0.591011941,0.789,0.789,0.665,0.662,44.47,3.2,3367000,13628,70,78,8
Papua New Guinea,740,0.132894218,-0.697866559,-0.664572179,-0.658654153,-0.808829367,-0.894592583,0.516,0.789,0.665,0.662,44.47,3.2,6187591,3801,13,72,8
Paraguay,665,-0.043701917,0.001770985,-0.824384332,-0.233266383,-0.653330326,-0.73010546,0.726,0.831,0.634,0.726,38.59,0.3785737,6867058,12590.55,61.3,73.992,8
Peru,4442,0.274450123,-0.259545833,-0.17642726,0.363177478,-0.506628633,-0.539692044,0.767,0.866,0.721,0.722,51.14,-0.000626,31444299,12506.53,77.72,76.286,8
Philippines,12753,0.084172755,-1.18508029,-0.000521704,0.140730426,-0.482937932,-0.484400183,0.708,0.784,0.665,0.68,34.1,0.044001,105172921,8120.869,46.682,70.952,8
Poland,55805,0.775978327,0.518378258,0.58264631,0.815237224,0.422392815,0.730618954,0.873,0.898,0.866,0.856,16.38,0,37974826,30064.5,60.105,77.7537,8
Qatar,2574,-1.176434398,0.661161244,0.736953318,0.416310757,0.718752921,0.729398549,0.848,0.923,0.662,1,0.14,0,2724727,91738.75,99.078,79.981,8
Romania,14607,0.598597825,0.056402251,-0.058391962,0.445294321,0.458801478,-0.115164489,0.821,0.858,0.764,0.845,25.26,0,19588715,27141.92,53.936,75.3098,8
Russian Federation,27835,-1.089830875,-0.640630484,-0.152871698,-0.510121763,-0.830812931,-0.893895388,0.82,0.802,0.823,0.836,5.27,0,144496739,25926.44,74.292,72.4515,8
Rwanda,62,-1.120503902,0.088095754,0.209884405,0.097669929,0.137524739,0.631560087,0.535,0.744,0.462,0.446,67.75,13.73999,11980960,1975.249,17.125,68.341,8
